Title,Distr,TMDB Movie ID,Genre 1,Genre 2,Popularity,Runtime (minutes),Average Vote (/10),Overview,Tagline,Poster Path
Constantine,Warner,561,Fantasy,Action,81.256,121,7.0,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg
Pooh's Heffalump Movie,BVI,13682,Family,Animation,22.666,68,6.8,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",There's something new in the Hundred Acre Wood.,/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg
5x2,UGC,4974,Drama,Romance,9.399,90,6.5,"As young French couple Gilles and Marion officially separate, we see, in reverse order, the milestone moments in their relationship: Gilles revealing his unfaithfulness at a tense dinner party; Marion giving birth to their premature son while Gilles is elsewhere; Gilles and Marion's joyous wedding; and, finally, the fateful moment when they meet as acquaintances at an Italian beach resort, and their love affair begins.",,/sZRa3rg7kKt8qkJ6C480VPmUR6A.jpg
Valiant,Entertainment,14175,Family,Animation,22.505,76,5.5,"Set in 1944, Valiant is a woodland pigeon who wants to become a great hero someday. When he hears they are hiring recruits for the Royal Homing Pigeon Service, he immediately sets out for London. On the way, he meets a smelly but friendly pigeon named Bugsy, who joins him, mainly to get away from clients he cheated in a game of find-the pebble, and helps him sign up for the war.",Featherweight Heroes.,/chtAKvXb897I2Pn8HOkV4TC5Jzz.jpg
Melinda and Melinda,20th Fox,9688,Comedy,Drama,10.116,100,6.2,"While dining out with friends, Sy suggests the difficulty of separating comedy from tragedy. To illustrate his point, he tells his guests two parallel stories about Melinda ; both versions have the same basic elements, but one take on her state of affairs leans toward levity, while the other is full of anguish. Each story involves Melinda coping with a recent divorce through substance abuse while beginning a romantic relationship with a close friend's husband.","Life can be a comedy or a tragedy, it all depends on how you look at it.",/jzqaJGpUNVHMxgCtHV2i8jcepza.jpg
Mickybo and Me,UIP,55134,Drama,Comedy,5.314,95,7.0,"The film tells the story of two boys who become friends at the start of the Troubles in 1970. The boys share an obsession with Butch Cassidy and the Sundance Kid, with the consequence that they run away to Australia.",We all need heroes,/t7gXH1z0Ul1Ei98dEVkZWSSJ9vM.jpg
The Ring Two,UIP,10320,Drama,Horror,35.805,110,5.7,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,The dead don't sleep.,/8Mnthy6ymdKHVwVw5gJB7RtaO1F.jpg
Be Cool,20th Fox,4551,Comedy,Crime,13.692,118,5.4,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive along the way.",Everyone is looking for the next big hit,/ekKCH7Zkb5ZTr1f1AczZY23FH.jpg
Sahara,UIP,423453,Adventure,Animation,23.419,86,5.9,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,,/9p8SQYNazWavpMzhN0OIuZm0HgI.jpg
The Assassination of Richard Nixon,Metrodome,842,Drama,History,10.099,95,6.5,"It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.",The mad story of a true man.,/5jOOvAVvP0XtwC5yYQpQCy4cjq1.jpg
Bullet Boy,Verve,32566,Action,Crime,2.144,89,5.6,"Ricky is just out of a young offenders institute, heading home to Hackney and determined to go straight. Instead, he heads straight for trouble when he becomes involved in a street confrontation, siding with his best friend Wisdom against a local rude boy. The trouble escalates into a series of tit-for-tat incidents that threaten to spiral out of control. Ricky's 12-year-old brother Curtis, hero-worships Ricky, though he appears smart enough to know he doesn't want to follow his example. Yet, despite the stern warnings from his mother and support from her friends in the community, might Ricky's bad boy allure be too attractive for Curtis to resist?",You only get one shot at life.,/lZk17BnjqJTbXWu7xCimOJtjGuv.jpg
Man of the House,Sony Pictures,13498,Comedy,Action,14.738,100,5.7,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,Protecting witnesses is a challenge. Living with them is impossible.,/anBhlqCABytNvybE2Xr3tvsCOTp.jpg
The Interpreter,UIP,179,Crime,Thriller,16.317,128,6.3,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",The truth needs no translation.,/6Z5zcXO8yz0CObeqpfrDSnvBJYT.jpg
The Wedding Date,Entertainment,6961,Comedy,Romance,20.484,88,6.8,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",Love doesn't come cheap.,/t0AEzycJ6V8dLVlSudCUAA9mzgn.jpg
Guess Who,20th Fox,11638,Comedy,Romance,13.059,105,5.9,"When a young African-American woman brings her fiancé home to meet her parents, she's neglected to mention one tiny detail - he's white.",His house. His rules. Some in-laws were made to be broken.,/lTMxu2Ceu3L3p0uBqYLWG00vu11.jpg
Cursed,BVI,10012,Horror,Comedy,53.526,97,5.5,"In Los Angeles, siblings Ellie and Jimmy come across an accident on Mulholland Drive. As they try to help the woman caught in the wreckage, a ferocious creature attacks them, devouring the woman and scratching the terrified siblings. They slowly discover that the creature was a werewolf and that they have fallen victim to a deadly curse.",What doesn't kill you makes you stronger.,/em45jL4CfTMyj5V83kj7rhdorJu.jpg
Beauty Shop,Verve,14177,Comedy,Romance,16.179,105,6.1,"Far from Chicago, hairdresser Gina Norris has relocated to Atlanta with her daughter and has quickly established herself as a rare talent in her profession. But after repeatedly butting heads with her shady, over-the-top boss, Jorge, Norris sets out to create her own salon -- even snagging a few of Jorge's employees and clients. Now, Jorge will do anything to shut her down.",A Cut Above,/3y5I9WKlfeNnSQbOvS4l3mVPqri.jpg
Tarnation,Optimum,1435,Documentary,Drama,5.907,91,6.8,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",Your greatest creation is the life you lead,/7zeQapdvD8poOizcaHwzmPxN9Km.jpg
Chicken Tikka Masala,Bollywood Films,31163,Comedy,Romance,3.599,90,4.2,"Jimi (Chris Bisson), the Chopra family's only son, gets caught off guard when his high-handed parents (Saeed Jaffrey and Jamila Massey) announce an arranged marriage to Simran (Jinder Mahal), a lovely girl from a respectable family. Problem is, Jimi's gay, so to hide his homosexuality, he spins an ever-more elaborate web of deceit -- but how long can he conceal the truth?",,/sz7TBagHKYx6NI1XmRWIwoDDLri.jpg
The Hitchhiker's Guide to the Galaxy,BVI,7453,Adventure,Comedy,27.722,109,6.7,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",Don't leave Earth without it,/tcrkbs4ezEklmvt39b01881P6CN.jpg
Kingdom of Heaven,20th Fox,1495,Drama,Action,43.126,144,6.8,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.","Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg
Monster-in-Law,Entertainment,4379,Romance,Comedy,21.639,101,6.2,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",This relationship is going to be a real mother.,/lspylq4XK2SdR9M9qpupRu9Bcn4.jpg
The Jacket,Warner,9667,Thriller,Mystery,17.417,103,6.9,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",Terror has a new name.,/etRV2bXIvqqDluok3me7ESnSEij.jpg
A Good Woman,Vertigo,15184,Comedy,Romance,10.411,94,6.2,"Fleeing 1930s New York and leaving behind a chequered past, the giltzy divorcee Mrs Stella Erlynne travels to Italy's sun-dappled Amalfi coast. Mrs Erlynne's appearance causes a stir amongst the visiting aristocracy. Based on the Oscar Wilde play ""Lady Windemere's Fan.""",Seduction. Sex. Scandal.,/v0EiXUOWyZeKREiB9JR0nupa34S.jpg
Seed of Chucky,Momentum,11249,Horror,Comedy,58.462,87,5.4,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",Time to raise some hell.,/vd9K93gQ9whMKjXzADZanxWpIXM.jpg
The Last Horror Movie,Tartan Films,25033,Horror,Thriller,4.141,76,5.5,"A serial killer uses a horror video rental to lure his next victim. What begins as a teen slasher transforms into a disturbing journey through the mind of Max Parry, a mild mannered wedding photographer with a taste for human flesh.",Wait until you see the final cut...,/1YJ9N4lbMelJlMK8ykX2WUAR9M9.jpg
House of Wax,Warner,10066,Horror,Drama,60.505,113,5.9,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,Prey. Slay. Display,/hgKMDkpZsSpTKDWW8xsdtcDmY0S.jpg
The Pacifier,BVI,10022,Comedy,Family,28.726,95,6.1,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,Welcome to the infantry.,/brkyQKNcaVNWGsCBCW5bKy9zVeW.jpg
It's All Gone Pete Tong,Redbus,12109,Drama,Comedy,10.327,90,6.8,"Its All Gone Pete Tong is a comedy following the tragic life of the legendary Frankie Wilde. The story takes us through Frankie's life from being one of the best DJs alive, through a subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",,/f3FPhZjCdwbmDHGcCdDVV4hYTaA.jpg
Sin City,BVI,187,Thriller,Action,26.659,124,7.4,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",Walk down the right back alley in Sin City and you can find anything...,/i66G50wATMmPrvpP95f0XP6ZdVS.jpg
The League of Gentlemen's Apocalypse,UIP,19723,Horror,Comedy,5.073,87,6.8,"The fictional world of Royston Vasey is facing apocalypse and the only way to avert disaster is for our nightmarish cast of characters to find a way into the real world and confront their creators. From present day Soho to the fictional film world of 17th Century Britain, the residents must overcome countless bizarre obstacles in their bid to return Royston Vasey to safety.",To save their world... They're coming to ours...,/4GupEK9IPpX5kIHALKJ7eE7ktB4.jpg
Stander,Momentum,18927,Action,Crime,5.833,116,6.5,"The life and career of Andre Stander, a South African police officer turned bank robber.",Good cop. Great criminal.,/3vcTcTSxWZaI11FK5Kv2LnshcZl.jpg
